Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=8b72bbbf9e883245,"1톤 주5일 350만원/ 농협하나로마트 /나이무관/ 경기광주~여주,이천",대신운수 경기도 이천,"월급 3,500,000원","(주)대신운수 | 물류운송.지입차량 | 지입기사 | 정규직 | 1년이상 | 요일선택 | 조일근무 | 월급 3,500,000 | 연령무관 | 2020-11-04"
https://kr.indeed.com/viewjob?jk=46810f8f1edb560e,"이천주유소, 셀프주유소, 세차기없음, 환경미화 [숙소제공]",오늘주유소 경기도 이천,"시급 9,000원","오늘주유소 | 주유소 [숙소제공] | 주유원 | 아르바이트,정규직,계약직 | 6개월~1년 | 월~일 | 조일근무 | 시급 9,000 | 연령무관 | 2020-11-08"
https://kr.indeed.com/viewjob?jk=b98bafb64f8de239,[주말상담가능]현대모비스 1차협력업체/생산직/단순조립/검사/사무보조,와이제이컴퍼니 경기도 이천,"월급 3,700,000원","(주)와이제이컴퍼니 | 서비스업 | 사무·회계 기타,기계·금속,전기·전자·통신,자동차·선박,제품검사,품질관리,생산관리,공정관리,품질측정,최적화 | 아르바이트,정규직,계약직 | 6개월~1년 | 주4일 | 조일근무 | 월급 3..."
https://kr.indeed.com/viewjob?jk=d6a294f2b997f2b9,급급급 알바~~ 일당8만 즉시지급 단기간도 환영,에스엠상사 경기도 이천,"월급 2,500,000원","에스엠상사 | 가구배송 | 상하차,소화물분류 | 아르바이트,정규직 | 1개월~3개월 | 월~토 | 조일근무 | 월급 2,500,000 | 연령무관 | 2020-11-16"
https://kr.indeed.com/viewjob?jk=11f1fae0315ee655,경비대원[이천 아미리]월240만원(세전)주주휴휴근무,캡스텍 경기도 이천,"연봉 25,000,000원 - 30,000,000원","(주)캡스텍 경비대원모집[이천 아미리]월240만원(세전)주주휴휴근무 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무] 경비, 방문객 출입 통제 [근무부서 및 직급/직책] 근무부서: 경비대 직급/직책: 팀원 [자격요건..."
https://kr.indeed.com/viewjob?jk=beade0bebff947dc,"이천롯데아울렛 평일, 주말알바구인",이천롯데아울렛리틀그라운드 경기도 이천,"일당 85,000원","이천롯데아울렛리틀그라운드 | 유아동의류판매 | 판매 | 아르바이트 | 1년이상 | 주6일 | 조일근무 | 일급 85,000 | 25 ~ 50 | 2020-11-05"
https://kr.indeed.com/viewjob?jk=dcad2c79c80e4f0b,이천 아르보르 베이커리/브런치 직원 및 홀 아르바이트,아르보르 경기도 이천,"연봉 30,000,000원","아르보르 | 식음료 | 서빙,양식,조리,제과·제빵사 | 아르바이트,정규직 | 1년이상 | 주4일 | 조일근무 | 연봉 30,000,000 | 연령무관 | 2020-11-05"
https://kr.indeed.com/viewjob?jk=f925484e5e967ebd,샤니/성남/제빵/남여/초보/월300/생산/물류/주5일/기숙사/알바/주부/...,샤니 경기도 이천,"월급 3,087,500원","(주) 샤니 | 제빵 생산/물류 | 전기·전자·통신,식음료·음식재료,섬유·의류,잡화·악세서리,가전·생활용품,식음료·음식재료,화장품,뷰티제품,입출고관리,재고관리 | 아르바이트,계약직 | 3개월~6개월 | 주4일 | 조일근무..."
https://kr.indeed.com/viewjob?jk=e0e6da59247ed911,"하이닉스반도체/주5일근무/400만완제급/덕평공장~이천하이닉스/주,야 근무...",예당물류 경기도 이천,"월급 4,000,000원","예당물류 | 지입차매매 | 지입기사 | 계약직 | 1년이상 | 요일선택 | 협의 | 월급 4,000,000 | 연령무관 | 2020-11-05"
https://kr.indeed.com/viewjob?jk=a17ee58da82ca269,물류[지게차 리치운영가능자환영]월270만원(근무지:푸디스트 이천물류센터),혜신물류 경기도 이천,"월급 2,700,000원","혜신물류 | 물류 | 입출고관리,재고관리,자재관리,상하차,소화물분류,생산·기능 기타 | 아르바이트,계약직,파견직 | 6개월~1년 | 주4일 | 조일근무 | 월급 2,700,000 | 연령무관 | 2020-11-16"
https://kr.indeed.com/viewjob?jk=50b46a7061794739,"근무차량지원 / 지입X / 면접교통비지원 / 초보,동반입사우대 / 홈쇼핑...",롯데홈쇼핑 경기도 이천,"월급 5,000,000원","(주)롯데홈쇼핑 | 홈쇼핑물류,온라인쇼핑몰,유통,백화점,해외직구상품배송업, | 보안,주차관리,대리운전,운전,중장비·특수차,택시기사,버스기사,수행기사,배송,배달 | 정규직,위촉직 | 1년이상 | 주5일 | 조일근무 | 월급 5..."
https://kr.indeed.com/viewjob?jk=2a4e63efd8669551,제관용접공,선진산업 경기도 이천,"월급 2,500,000원","선진산업 | 금속용접 | 조공·기공보조,용접,수리기사 | 정규직 | 1년이상 | 요일선택 | 협의 | 월급 2,500,000 | 연령무관 | 2020-11-08"
https://kr.indeed.com/viewjob?jk=a0a10546ebc584c6,월250~300이상/이천시 대리기사 /부부 대환영/알바 및 투잡,동부대리운전 경기도 이천,"월급 3,000,000원","동부대리운전 | 대리운전 | 대리운전,운전 | 아르바이트,계약직 | 6개월~1년 | 월~금 | 저녁근무 | 월급 3,000,000 | 연령무관 | 2020-11-19"
https://kr.indeed.com/viewjob?jk=5792631971d49110,사음동 비비큐 금토 18~24시 알바,bbq신둔점 경기도 이천,"시급 8,590원","bbq신둔점 | 홀서빙 및 주방보조 | 서빙,주방보조 | 아르바이트 | 3개월~6개월 | 주6일 | 오후~저녁 | 시급 8,590 | 연령무관 | 2020-11-10"
https://kr.indeed.com/viewjob?jk=1404a92895ddb57b,(물류센타) - 남.여 아르바이트,케이피엘 경기도 이천,"일당 92,000원","케이피엘 | 서비스,아웃소싱 | 입출고관리,재고관리 | 아르바이트,정규직 | 6개월~1년 | 월~금 | 조일근무 | 일급 92,000 | 25 ~ 50 | 2020-11-16"
https://kr.indeed.com/viewjob?jk=f063b1dbd916c80f,[2교대/ 주간고정] 생산직 사원,씨에스컴퍼니 경기도 이천,"월급 2,700,000원","씨에스컴퍼니 | 서비스업 | 전기·전자·통신,반도체,식음료·음식재료,전기·전자·통신,반도체,식음료·음식재료,제품검사,품질관리,품질측정,최적화 | 아르바이트,정규직,계약직 | 6개월~1년 | 주4일 | 조일근무 | 월급 2..."
https://kr.indeed.com/viewjob?jk=56f545ae5beac534,이천 롱브릭스카페 주말알바,롱브릭스 경기도 이천,"시급 8,590원","롱브릭스 | 카페 | 서빙,바리스타 | 아르바이트 | 6개월~1년 | 주말 | 조일근무 | 시급 8,590 | 20 ~ 30 | 2020-11-18"
https://kr.indeed.com/viewjob?jk=9dfd11b55665b65b,전기/가구/자동차 정비 부문에서 가족처럼 일할 신입 직원,캠핑카마스터 경기도 이천,"연봉 22,000,000원 - 24,000,000원",지원자격 경력 신입·경력 학력 - 성별 무관 기타 담당업무 캠핑카 제작/수리 캠핑카 내부 가구 제작 자동차 전기 / 정비 관련 업무 상세모집요강 접수기간/방법 시작일 2020.11.3 (화) 마감일 2020.12.30...
https://kr.indeed.com/viewjob?jk=6d1dc95356feedff,[ 스마트전기 ] 전기공사 현장 업무 초보자 2명 / 경력자 우대,스마트전기 경기도 이천,"일당 130,000원","스마트전기 | 신축전기공사 | 설비공사,전기공사,일용직,설비,닥트,전기기사,설치기사,생산·기능 기타 | 아르바이트 | 3개월~6개월 | 주5일 | 조일근무 | 일급 130,000 | 연령무관 | 2020-11-06"
https://kr.indeed.com/viewjob?jk=e50bd8db0414bc4d,[평일근무/월급250/식사제공] K2 물류센터 피킹지게차 정규직원,여주 K2 물류센터 경기도 이천,"월급 2,500,000원","여주 K2 물류센터 | 입출고,피킹,다스,포장,반품,지게차, 단순분류포장 | 단순노무,건설현장,일용직,입출고관리,재고관리,자재관리,서빙,주방,조리,카운터 | 정규직 | 3개월~6개월 | 월~금 | 조일근무 | 월급 2,500..."
https://kr.indeed.com/viewjob?jk=b6a7c36642202700,[11월3일부터(3일단기)/주급] 백암화장품 물류센터 알바,브레인비즈텍 경기도 이천,"일당 92,000원","브레인비즈텍 | 인력도급 및 파견 | 화장품,입출고관리 | 아르바이트 | 일주일이하 | 주3일 | 조일근무 | 일급 92,000 | 연령무관 | 2020-11-22"
https://kr.indeed.com/viewjob?jk=926e1bab2318bdd1,[이천]물류센터/여 급여180만수당,가엘에스앤에스 경기도 이천,"월급 1,800,000원","(주)가엘에스앤에스 | 경호경비/시설경비/건물관리아웃소싱/인재파견/소독/위생업 | 물류,수행경호,보안검색,시설안전요원 | 계약직 | 1년이상 | 주4일 | 조일근무 | 월급 1,800,000 | 20 ~ 50 | 2020-11-18"
https://kr.indeed.com/viewjob?jk=a911f41a71bafc9b,베이커리 부자재 배송/주5일근무,도울로지스 경기도 이천,"월급 3,900,000원","주식회사 도울로지스 | 화물운송업 | 마트배달,일반배달,운전,중장비·특수차,지입기사,배송 | 정규직 | 1년이상 | 월~금 | 조일근무 | 월급 3,900,000 | 연령무관 | 2020-11-19"
https://kr.indeed.com/viewjob?jk=ad4ab4e432601d9e,이천 SK 하이닉스 수장 칸막이 반도체 공사현장 건설 동반입사 숙식제공...,다온인테리어 / 이천SK하이닉스 경기도 이천,"일당 157,500원","다온인테리어 / 이천SK하이닉스 | 건설업, 수장, 칸막이 , 공사현장 | 전기·전자·통신,반도체,휴대폰,칸막이,조공·기공보조,건설현장,실내공사,건축공사,닥트,칸막이설치 | 아르바이트,정규직 | 6개월~1년 | 주4일..."
https://kr.indeed.com/viewjob?jk=71e61e2f912cfce4,[이천 알바] 학원 업무 보조 및 채점 알바 (강사구인 아닙니다),EIE 고려대학교 국제어학원 경기도 이천,"시급 8,590원","EIE 고려대학교 국제어학원 | 원어민 영어회화 전문, 초중등부, 성인 기초회화반, 영 | 초등부,중등부,학원강사,수학,영어,영어 | 아르바이트,계약직 | 1년이상 | 월~금 | 조일근무 | 시급 8,590 | 연령무관..."
https://kr.indeed.com/viewjob?jk=d476f87074bcb8ed,대박 꿀이천 sk하이닉스반도체 보조작업자 중,케이엔테크 경기도 이천,"일당 150,000원","케이엔테크 | 반도체 장비 셋업 | 전기·전자·통신,반도체,자동차·선박,재단·수선·미싱,전기·전자·통신,반도체,자동차·선박,식음료·음식재료,건설·건축자재,생산·기능 기타 | 정규직 | 6개월~1년 | 월~토 | 조일근무..."
https://kr.indeed.com/viewjob?jk=d76ea9afb165a120,"맘시터동네이웃 아이돌봄, 틈새시간도 알차게 (주부/보육교사/대학생 OK)",맘편한세상 경기도 이천,"시급 10,000원","(주)맘편한세상 | 시간제 아이돌봄 알바, 맘시터 | 베이비시터,어린이집,유치원,정교사,보육교사,보조교사,시간제,차량안전도우미,방문교사,강사·교육 기타 | 아르바이트,계약직,위촉직 | 1개월~3개월 | 주6일 | 조일근무..."
https://kr.indeed.com/viewjob?jk=b2ce95e3029f9b6d,주간 청소 직원,씨네호텔 경기도 이천,"월급 2,000,000원","씨네호텔 | 숙박업 | 청소 | 정규직 | 1년이상 | 월~일 | 조일근무 | 월급 2,000,000 | 연령무관 | 2020-11-14"
https://kr.indeed.com/viewjob?jk=fd2b6b890e9be4d8,2021학년도 유아반 교사,창조아트어린이집 경기도 이천,"월급 2,400,000원 - 2,600,000원","지원자격 경력 신입·경력 학력 - 성별 무관 기타 담당업무 2021학년도 창조아트 유아반 교사모집 상세모집요강 접수기간/방법 지원방법 전형절차 및 제출서류 제출서류 이력서에 응시분야, 연락처, 희망연봉 기재 직무/산업..."
https://kr.indeed.com/viewjob?jk=02b1bf1ee159005b,이천 물류센터 현장(지게차) 직원,경산씨스템 경기도 이천,"월급 2,500,000원","(주)경산씨스템 | 물류센터 도급 | 입출고관리,재고관리,자재관리 | 정규직 | 1년이상 | 월~금 | 조일근무 | 월급 2,500,000 | 연령무관 | 2020-11-08"
https://kr.indeed.com/viewjob?jk=6d76348478d7e4eb,SK하이닉스 현장 직원/초보가능 숙식제공 아르바이트가능,태서이엔씨/SK하이닉스 경기도 이천,"일당 115,000원","태서이엔씨/SK하이닉스 | 전기작업 | 전기·전자·통신,조공·기공보조,건설현장,설비공사,실내공사,전기공사,설비 | 아르바이트,정규직,계약직 | 1년이상 | 월~토 | 조일근무 | 일급 115,000 | 연령무관 | 2020-11-21"
https://kr.indeed.com/viewjob?jk=2fc20d7112c7df67,시설관리 공무직,야미푸드 경기도 이천,"연봉 30,000,000원 - 50,000,000원",[직무내용] 당사는 돈가스 등을 생산 판매하는 식품제조업 중소기업으로서 15년의 경력으로 삼성웰스토리 푸드머스 등 대기업과 학교급식시장에 단체급식 용 식자재를 제조 납품하고 있습니다. 1명의 시설관리 담당자가 있으며 추가로 1...
https://kr.indeed.com/viewjob?jk=6fa5f15b34c35811,초보가능이천SK하이닉스/일14만/기숙사/주간/주6일자동화셋업/단순업무,리성테크 경기도 이천,"일당 140,000원","리성테크 | 서비스업 | 기계·금속,전기·전자·통신,반도체,휴대폰,자동차·선박,전기·전자·통신,반도체,휴대폰,자동차·선박,생산·기능 기타 | 계약직,파견직 | 3개월~6개월 | 주4일 | 조일근무 | 일급 140,000..."
https://kr.indeed.com/viewjob?jk=dcad2c79c80e4f0b,이천 아르보르 베이커리/브런치 직원 및 홀 아르바이트,아르보르 경기도 이천,"연봉 30,000,000원","아르보르 | 식음료 | 서빙,양식,조리,제과·제빵사 | 아르바이트,정규직 | 1년이상 | 주4일 | 조일근무 | 연봉 30,000,000 | 연령무관 | 2020-11-05"
https://kr.indeed.com/viewjob?jk=fee02d26ee8ce41d,정규직/알바 석간조15시~24시.외국인가능,일구 경기도 이천,"일당 115,000원","일구주식회사 | 물류대행서비스,기타도급,전산용품 | 식음료·음식재료,식음료·음식재료,생산·기능 기타 | 아르바이트,정규직 | 1년이상 | 월~금 | 조일근무 | 일급 115,000 | 연령무관 | 2020-11-23"
https://kr.indeed.com/viewjob?jk=d36db3104e6aa632,"[이천동원센터] 라벨부착,포장&검수 남/여알바",블루원인터내셔널 경기도 이천,"일당 90,000원","블루원인터내셔널 | 도소매유통, 인력공급업 | 식음료·음식재료 | 아르바이트,위촉직 | 6개월~1년 | 월~금 | 조일근무 | 일급 90,000 | 연령무관 | 2020-11-16"
https://kr.indeed.com/viewjob?jk=6d1dc95356feedff,[ 스마트전기 ] 전기공사 현장 업무 초보자 2명 / 경력자 우대,스마트전기 경기도 이천,"일당 130,000원","스마트전기 | 신축전기공사 | 설비공사,전기공사,일용직,설비,닥트,전기기사,설치기사,생산·기능 기타 | 아르바이트 | 3개월~6개월 | 주5일 | 조일근무 | 일급 130,000 | 연령무관 | 2020-11-06"
https://kr.indeed.com/viewjob?jk=1c4f31a4de93097e,야간 운행 직원,씨네호텔 경기도 이천,"월급 1,200,000원","씨네호텔 | 숙박업 | 운전 | 아르바이트 | 6개월~1년 | 주5일 | 저녁~새벽 | 월급 1,200,000 | 연령무관 | 2020-11-10"
https://kr.indeed.com/viewjob?jk=aee317ca968ed969,정규직 사무직 사원 공고,금성농산영농조합법인 경기도 이천,"연봉 24,000,000원","금성농산영농조합법인 | 농산물가공및도소매 | 전표입력,비용처리,사무·회계 기타 | 정규직 | 1년이상 | 주5일 | 조일근무 | 연봉 24,000,000 | 연령무관 | 2020-11-19"
https://kr.indeed.com/viewjob?jk=100ef281bbd7ca6a,주유소 관리및 총무 부소장급 직원분들,도영ENM 경기도 이천,"월급 2,500,000원","도영ENM | 주유소 | 주유소,주유원,캐셔 | 정규직 | 1년이상 | 월~일 | 조일근무 | 월급 2,500,000 | 연령무관 | 2020-11-18"
https://kr.indeed.com/viewjob?jk=0bb98750da44035e,[신규/주급] 이천물류센터 라벨작업 아르바이트,비투엘컴퍼니 경기도 이천,"일당 110,000원","주식회사 비투엘컴퍼니 | 물류도급업, 인력공급업 | 식음료·음식재료,식음료·음식재료,생산·기능 기타 | 아르바이트 | 3개월~6개월 | 월~금 | 조일근무 | 일급 110,000 | 연령무관 | 2020-11-11"
https://kr.indeed.com/viewjob?jk=3a5ac59d7fed8d33,"이천 SK 미화, 청소 일95000원( 남,녀 10명) 연장수당43000...",H.K 취업 컨설팅 경기도 이천,"월급 3,500,000원","H.K 취업 컨설팅 | 대기업건설현장취업알선 | 칸막이,배관,단순노무,건설현장,닥트,칸막이설치,가전설치,배관,용접,배선 | 아르바이트,정규직,계약직 | 6개월~1년 | 월~토 | 조일근무 | 월급 3,500,000 | 연령무..."
https://kr.indeed.com/viewjob?jk=67509e9e033fb680,[주간고정/야간고정] 이천하이닉스 FAB 내 보조 근무자,알에스티 경기도 이천,"월급 3,500,000원","알에스티 주식회사 | 반도체 자동화설비 관련 | 제품검사 | 아르바이트,계약직 | 3개월~6개월 | 월~금 | 조일근무 | 월급 3,500,000 | 연령무관 | 2020-11-10"
https://kr.indeed.com/viewjob?jk=f063b1dbd916c80f,[2교대/ 주간고정] 생산직 사원,씨에스컴퍼니 경기도 이천,"월급 2,700,000원","씨에스컴퍼니 | 서비스업 | 전기·전자·통신,반도체,식음료·음식재료,전기·전자·통신,반도체,식음료·음식재료,제품검사,품질관리,품질측정,최적화 | 아르바이트,정규직,계약직 | 6개월~1년 | 주4일 | 조일근무 | 월급 2..."
https://kr.indeed.com/viewjob?jk=ad4ab4e432601d9e,이천 SK 하이닉스 수장 칸막이 반도체 공사현장 건설 동반입사 숙식제공...,다온인테리어 / 이천SK하이닉스 경기도 이천,"일당 157,500원","다온인테리어 / 이천SK하이닉스 | 건설업, 수장, 칸막이 , 공사현장 | 전기·전자·통신,반도체,휴대폰,칸막이,조공·기공보조,건설현장,실내공사,건축공사,닥트,칸막이설치 | 아르바이트,정규직 | 6개월~1년 | 주4일..."
https://kr.indeed.com/viewjob?jk=1e8ec78da0621e6a,Account Manager,Arrow Electronics 경기도,,"Position: Account Manager Job Description: Justifications point 1. Sales Revenue = Target NSB : $5M , GP$ 250K / How to go..."
https://kr.indeed.com/viewjob?jk=6d1dc95356feedff,[ 스마트전기 ] 전기공사 현장 업무 초보자 2명 / 경력자 우대,스마트전기 경기도 이천,"일당 130,000원","스마트전기 | 신축전기공사 | 설비공사,전기공사,일용직,설비,닥트,전기기사,설치기사,생산·기능 기타 | 아르바이트 | 3개월~6개월 | 주5일 | 조일근무 | 일급 130,000 | 연령무관 | 2020-11-06"
https://kr.indeed.com/viewjob?jk=926e1bab2318bdd1,[이천]물류센터/여 급여180만수당,가엘에스앤에스 경기도 이천,"월급 1,800,000원","(주)가엘에스앤에스 | 경호경비/시설경비/건물관리아웃소싱/인재파견/소독/위생업 | 물류,수행경호,보안검색,시설안전요원 | 계약직 | 1년이상 | 주4일 | 조일근무 | 월급 1,800,000 | 20 ~ 50 | 2020-11-18"
https://kr.indeed.com/viewjob?jk=ad4ab4e432601d9e,이천 SK 하이닉스 수장 칸막이 반도체 공사현장 건설 동반입사 숙식제공...,다온인테리어 / 이천SK하이닉스 경기도 이천,"일당 157,500원","다온인테리어 / 이천SK하이닉스 | 건설업, 수장, 칸막이 , 공사현장 | 전기·전자·통신,반도체,휴대폰,칸막이,조공·기공보조,건설현장,실내공사,건축공사,닥트,칸막이설치 | 아르바이트,정규직 | 6개월~1년 | 주4일..."
https://kr.indeed.com/viewjob?jk=02b1bf1ee159005b,이천 물류센터 현장(지게차) 직원,경산씨스템 경기도 이천,"월급 2,500,000원","(주)경산씨스템 | 물류센터 도급 | 입출고관리,재고관리,자재관리 | 정규직 | 1년이상 | 월~금 | 조일근무 | 월급 2,500,000 | 연령무관 | 2020-11-08"
https://kr.indeed.com/viewjob?jk=4545d0162a2253e4,Sr. Field Sales Engineer,Arrow Electronics 경기도,,Position: Sr. Field Sales Engineer Job Description: Typically requires 5–7 years of related experience... 4 year degree...
https://kr.indeed.com/viewjob?jk=56f545ae5beac534,이천 롱브릭스카페 주말알바,롱브릭스 경기도 이천,"시급 8,590원","롱브릭스 | 카페 | 서빙,바리스타 | 아르바이트 | 6개월~1년 | 주말 | 조일근무 | 시급 8,590 | 20 ~ 30 | 2020-11-18"
https://kr.indeed.com/viewjob?jk=fd2b6b890e9be4d8,2021학년도 유아반 교사,창조아트어린이집 경기도 이천,"월급 2,400,000원 - 2,600,000원","지원자격 경력 신입·경력 학력 - 성별 무관 기타 담당업무 2021학년도 창조아트 유아반 교사모집 상세모집요강 접수기간/방법 지원방법 전형절차 및 제출서류 제출서류 이력서에 응시분야, 연락처, 희망연봉 기재 직무/산업..."
https://kr.indeed.com/viewjob?jk=d476f87074bcb8ed,대박 꿀이천 sk하이닉스반도체 보조작업자 중,케이엔테크 경기도 이천,"일당 150,000원","케이엔테크 | 반도체 장비 셋업 | 전기·전자·통신,반도체,자동차·선박,재단·수선·미싱,전기·전자·통신,반도체,자동차·선박,식음료·음식재료,건설·건축자재,생산·기능 기타 | 정규직 | 6개월~1년 | 월~토 | 조일근무..."
https://kr.indeed.com/viewjob?jk=71e61e2f912cfce4,[이천 알바] 학원 업무 보조 및 채점 알바 (강사구인 아닙니다),EIE 고려대학교 국제어학원 경기도 이천,"시급 8,590원","EIE 고려대학교 국제어학원 | 원어민 영어회화 전문, 초중등부, 성인 기초회화반, 영 | 초등부,중등부,학원강사,수학,영어,영어 | 아르바이트,계약직 | 1년이상 | 월~금 | 조일근무 | 시급 8,590 | 연령무관..."
https://kr.indeed.com/viewjob?jk=b2ce95e3029f9b6d,주간 청소 직원,씨네호텔 경기도 이천,"월급 2,000,000원","씨네호텔 | 숙박업 | 청소 | 정규직 | 1년이상 | 월~일 | 조일근무 | 월급 2,000,000 | 연령무관 | 2020-11-14"
https://kr.indeed.com/viewjob?jk=d76ea9afb165a120,"맘시터동네이웃 아이돌봄, 틈새시간도 알차게 (주부/보육교사/대학생 OK)",맘편한세상 경기도 이천,"시급 10,000원","(주)맘편한세상 | 시간제 아이돌봄 알바, 맘시터 | 베이비시터,어린이집,유치원,정교사,보육교사,보조교사,시간제,차량안전도우미,방문교사,강사·교육 기타 | 아르바이트,계약직,위촉직 | 1개월~3개월 | 주6일 | 조일근무..."
https://kr.indeed.com/viewjob?jk=bcadb61d1392e614,남여슈페리어물류센터알바(당일지급),현대인력 경기도 이천,"일당 90,000원","현대인력 | 물류인력대행 | 입출고관리 | 아르바이트 | 3개월~6개월 | 월~금 | 조일근무 | 일급 90,000 | 21 ~ 50 | 2020-11-19"
https://kr.indeed.com/viewjob?jk=d8ffcb30503c35df,주문 포장 알바생,행복한찜닭 경기도 이천,"시급 10,000원","행복한찜닭 | 주문포장 | 진열,서빙 | 아르바이트 | 6개월~1년 | 월~일 | 오후~저녁 | 시급 10,000 | 연령무관 | 2020-11-13"
https://kr.indeed.com/viewjob?jk=7b141d2a75972d85,"통신선결선, 데이터 입력 작업",신화공영 경기도 이천,"시급 10,500원","(주)신화공영 | 계량기및 온도조절기 | 물류,주차관리,청소,배달,서빙·주방 기타 | 아르바이트,계약직 | 1주일~1개월 | 월~토 | 조일근무 | 시급 10,500 | 연령무관 | 2020-11-22"
https://kr.indeed.com/viewjob?jk=6e88a096092e0b37,목포-태양광전기설치(주급) 이천식품회사남녀 1인실및커플.부부기숙사,취업 뱅크 경기도 이천,"월급 3,200,000원","취업 뱅크 | 생산직.조립.검사.포장.기술직 직업컨설팅 | 전기·전자·통신,휴대폰,자동차·선박,식음료·음식재료,건설·건축자재,의료·제약,화장품,제품검사,품질관리,품질측정 | 정규직,계약직 | 6개월~1년 | 월~금 | 조일근..."
https://kr.indeed.com/viewjob?jk=c1b81eb8ec011e3b,"면접즉시취업(여주,화성,송탄,평택,천안)다수 .(기숙사가능한분),쉬운업무...",미래취업정보 경기도 이천,"월급 2,700,000원","미래취업정보 | 생산직.조립/검사/포장.경비.청소 직업컨설팅 | 휴대폰,자동차·선박,가전·생활용품 | 정규직,계약직 | 1년이상 | 요일선택 | 협의 | 월급 2,700,000 | 20 ~ 55 | 2020-11-06"
https://kr.indeed.com/viewjob?jk=1eb02b5bbd1b0229,"화성동탄,이천SK,영종도,인천부평동/양중작업,전기,닥트,형틀목공/교포및내...",현대글로벌 경기도 이천,"월급 3,200,000원","현대글로벌 | 전기 자재정리 안전감시 | 건설현장,일용직,기타 | 아르바이트,정규직,계약직,파견직 | 1년이상 | 요일선택 | 조일근무 | 월급 3,200,000 | 20 ~ 59 | 2020-11-10"
https://kr.indeed.com/viewjob?jk=2e135f61fea63636,1톤 주4일근무 320만/ 프랜차이즈물품 /07:30~15:00 / 용인...,대신운수 경기도 이천,"월급 3,200,000원","(주)대신운수 | 물류운송.지입차량 | 지입기사 | 정규직 | 1년이상 | 요일선택 | 오전~오후 | 월급 3,200,000 | 연령무관 | 2020-11-08"
https://kr.indeed.com/viewjob?jk=7287408e56b26908,치킨 호프 아르바이트 (시간조절가능/파트타임가능),아름수리툭전사치킨호프 경기도 이천,"시급 10,308원","아름수리툭전사치킨호프 | 서비스 | 치킨 | 아르바이트,정규직 | 3개월~6개월 | 주5일 | 조일근무 | 시급 10,308 | 연령무관 | 2020-11-22"
https://kr.indeed.com/viewjob?jk=cab76cb4a5b36017,유명프랜차이즈 / 안정적인 배송 일자리,새로이물류 경기도 이천,"월급 3,400,000원","새로이물류 | 지입/운전 | 중장비·특수차,지입기사 | 정규직,계약직 | 1년이상 | 요일선택 | 협의 | 월급 3,400,000 | 연령무관 | 2020-11-27"
https://kr.indeed.com/viewjob?jk=28368443c9534e41,농업회사법인 (주)송이애 사무실 직원,송이애 경기도 이천,,"[직무내용] ㈜송이애는 버섯 전문업체로 출발하여 국내 최고의 버섯유통 및 신선식품 납품업체로서, 경기도 이천시에 물류센터와 농장을 운영하고 있으며, 대형마트와 백화점 온라인 쇼핑몰을 통해서 저렴한 가격으로 신선한 상품을 제공하..."
https://kr.indeed.com/viewjob?jk=765c97356f0988e0,"농업회사법인 팜에이트 공무(기계보수,시설관리) 정규직",농업회사법인 팜에이트 경기도 이천,,"[직무내용] -직무내용: 공무(세척,절단,포장 기계의 설비/ 유지보수) -근무형태: 08:30~17:30 (주 5일) -급 여: 연 3,400만원 [근무시간 및 형태] 주 5일 근무 (오전) 8시 30분 ~ (오후) 5시 30..."
https://kr.indeed.com/viewjob?jk=75e328fd6caa6170,[셔틀운행/내일알바/여성우대]미용렌즈 바슈롬 물류센터 알바,DHL 서이천 물류센터 바슈롬 경기도 이천,"일당 85,000원","DHL 서이천 물류센터 바슈롬 | 박스접기/라벨붙이기/테이핑 등 간단업무 | 문서정리,비품정리,복사,엑셀,타이핑,입출고관리,재고관리,자재관리,창고관리 | 아르바이트,정규직 | 일주일이하 | 월~금 | 조일근무 | 일급 85..."
https://kr.indeed.com/viewjob?jk=78bcc164014914a5,[본죽 하이닉스점] 월~금 홀 아르바이트,본죽 하이닉스점 경기도 이천,"시급 9,000원","본죽 하이닉스점 | 일반음식점 | 서빙,주방,조리,카운터,한식,주방보조,찬모,한식,서빙·주방 기타 | 아르바이트,정규직,계약직 | 6개월~1년 | 주6일 | 오전~오후 | 시급 9,000 | 19 ~ 40 | 2020-11-05"
https://kr.indeed.com/viewjob?jk=d8732269a4dc0243,같이 근무하실 분,소담촌 이천점 경기도 이천,"월급 2,600,000원","소담촌 이천점 | 샤브샤브 전문점 | 서빙,주방,한식 | 아르바이트,정규직,계약직 | 3개월~6개월 | 월~일 | 조일근무 | 월급 2,600,000 | 연령무관 | 2020-11-10"
https://kr.indeed.com/viewjob?jk=e93bf0d3dac1d5e5,[애니맨]실시간지원가능/초보가능/자율근무/주단위정산,애니맨 경기지사C 경기도 이천,"시급 20,000원","애니맨 경기지사C | 인력중개플랫폼 | 원동기배달,도보배달,방문배달,일반배달,인테리어,단순노무,일용직,사무실청소,아파트청소 | 위촉직 | 1년이상 | 주6일 | 조일근무 | 건당 20,000 | 연령무관 | 2020-11-17"
